symbol,name,gics_sector,gics_sub_sector,headquarters,date_added,cik,founded,wikipedia_page,nyse_page,page_content
MMM,3M,Industrials,Industrial Conglomerates,"Saint Paul, Minnesota",1957-03-04,0000066740,1902,https://en.wikipedia.org/wiki/3M,https://www.nyse.com/quote/XNYS:MMM,3M Company (originally the Minnesota Mining and Manufacturing Company) is an American multinational 
AOS,A. O. Smith,Industrials,Building Products,"Milwaukee, Wisconsin",2017-07-26,0000091142,1916,https://en.wikipedia.org/wiki/A._O._Smith,https://www.nyse.com/quote/XNYS:AOS,A. O. Smith Corporation is an American manufacturer of both residential and commercial water heaters
ABT,Abbott Laboratories,Health Care,Health Care Equipment,"North Chicago, Illinois",1957-03-04,0000001800,1888,https://en.wikipedia.org/wiki/Abbott_Laboratories,https://www.nyse.com/quote/XNYS:ABT,Abbott Laboratories is an American multinational medical devices and health care company with headqu
ABBV,AbbVie,Health Care,Biotechnology,"North Chicago, Illinois",2012-12-31,0001551152,2013 (1888),https://en.wikipedia.org/wiki/AbbVie,https://www.nyse.com/quote/XNYS:ABBV,"AbbVie Inc. is an American pharmaceutical company headquartered in North Chicago, Illinois. It is ra"
ACN,Accenture,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",2011-07-06,0001467373,1989,https://en.wikipedia.org/wiki/Accenture,https://www.nyse.com/quote/XNYS:ACN,"Accenture plc is an Irish-American professional services company headquartered in Dublin, Ireland, t"
ADBE,Adobe Inc.,Information Technology,Application Software,"San Jose, California",1997-05-05,0000796343,1982,https://en.wikipedia.org/wiki/Adobe_Inc.,https://www.nasdaq.com/market-activity/stocks/adbe,"Adobe Inc. ( ə-DOH-bee), formerly Adobe Systems Incorporated, is an American computer software compa"
AMD,Advanced Micro Devices,Information Technology,Semiconductors,"Santa Clara, California",2017-03-20,0000002488,1969,https://en.wikipedia.org/wiki/AMD,https://www.nasdaq.com/market-activity/stocks/amd,"Advanced Micro Devices, Inc. (AMD) is an American multinational corporation and fabless semiconducto"
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,"Arlington, Virginia",1998-10-02,0000874761,1981,https://en.wikipedia.org/wiki/AES_Corporation,https://www.nyse.com/quote/XNYS:AES,The AES Corporation is an American utility and power generation company. It owns and operates power 
AFL,Aflac,Financials,Life & Health Insurance,"Columbus, Georgia",1999-05-28,0000004977,1955,https://en.wikipedia.org/wiki/Aflac,https://www.nyse.com/quote/XNYS:AFL,Aflac Incorporated  (American Family Life Assurance Company) is an American insurance company and is
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,"Santa Clara, California",2000-06-05,0001090872,1999,https://en.wikipedia.org/wiki/Agilent_Technologies,https://www.nyse.com/quote/XNYS:A,"Agilent Technologies, Inc. is an American global company headquartered in Santa Clara, California, t"
APD,Air Products,Materials,Industrial Gases,"Allentown, Pennsylvania",1985-04-30,0000002969,1940,https://en.wikipedia.org/wiki/Air_Products,https://www.nyse.com/quote/XNYS:APD,"Air Products and Chemicals, Inc. is an American international corporation whose principal business i"
ABNB,Airbnb,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","San Francisco, California",2023-09-18,0001559720,2008,https://en.wikipedia.org/wiki/Airbnb,https://www.nasdaq.com/market-activity/stocks/abnb,"Airbnb, Inc. ( AIR-BEE-en-BEE) is an American company operating an online marketplace for short-and-"
AKAM,Akamai Technologies,Information Technology,Internet Services & Infrastructure,"Cambridge, Massachusetts",2007-07-12,0001086222,1998,https://en.wikipedia.org/wiki/Akamai_Technologies,https://www.nasdaq.com/market-activity/stocks/akam,"Akamai Technologies, Inc. is an American delivery company that provides content delivery network (CD"
ALB,Albemarle Corporation,Materials,Specialty Chemicals,"Charlotte, North Carolina",2016-07-01,0000915913,1994,https://en.wikipedia.org/wiki/Albemarle_Corporation,https://www.nyse.com/quote/XNYS:ALB,"Albemarle Corporation is an American specialty chemicals manufacturing company based in Charlotte, N"
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,"Pasadena, California",2017-03-20,0001035443,1994,https://en.wikipedia.org/wiki/Alexandria_Real_Estate_Equities,https://www.nyse.com/quote/XNYS:ARE,"Alexandria Real Estate Equities, Inc. is a real estate investment trust based in Pasadena, Californi"
ALGN,Align Technology,Health Care,Health Care Supplies,"Tempe, Arizona",2017-06-19,0001097149,1997,https://en.wikipedia.org/wiki/Align_Technology,https://www.nasdaq.com/market-activity/stocks/algn,"Align Technology, Inc. is an American manufacturer of 3D digital scanners and Invisalign clear align"
ALLE,Allegion,Industrials,Building Products,"Dublin, Ireland",2013-12-02,0001579241,1908,https://en.wikipedia.org/wiki/Allegion,https://www.nyse.com/quote/XNYS:ALLE,Allegion plc is an American Irish-domiciled provider of security products for homes and businesses. 
LNT,Alliant Energy,Utilities,Electric Utilities,"Madison, Wisconsin",2016-07-01,0000352541,1917,https://en.wikipedia.org/wiki/Alliant_Energy,https://www.nasdaq.com/market-activity/stocks/lnt,"Alliant Energy Corporation is a public utility holding company headquartered in Madison, Wisconsin, "
ALL,Allstate,Financials,Property & Casualty Insurance,"Northbrook, Illinois",1995-07-13,0000899051,1931,https://en.wikipedia.org/wiki/Allstate,https://www.nyse.com/quote/XNYS:ALL,"The Allstate Corporation is an American insurance company, headquartered in Glenview, Illinois (with"
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,"Mountain View, California",2014-04-03,0001652044,1998,https://en.wikipedia.org/wiki/Alphabet_Inc.,https://www.nasdaq.com/market-activity/stocks/googl,Alphabet Inc. is an American multinational technology conglomerate holding company headquartered in 
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,"Mountain View, California",2006-04-03,0001652044,1998,https://en.wikipedia.org/wiki/Alphabet_Inc.,https://www.nasdaq.com/market-activity/stocks/goog,Alphabet Inc. is an American multinational technology conglomerate holding company headquartered in 
MO,Altria,Consumer Staples,Tobacco,"Richmond, Virginia",1957-03-04,0000764180,1985,https://en.wikipedia.org/wiki/Altria,https://www.nyse.com/quote/XNYS:MO,"Altria Group, Inc. (previously known as Philip Morris Companies, Inc.) is an American corporation an"
AMZN,Amazon,Consumer Discretionary,Broadline Retail,"Seattle, Washington",2005-11-18,0001018724,1994,https://en.wikipedia.org/wiki/Amazon_(company),https://www.nasdaq.com/market-activity/stocks/amzn,"Amazon.com, Inc., doing business as Amazon (, AM-ə-zon; UK also , AM-ə-zən), is an American multinat"
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,"Warmley, Bristol, United Kingdom",2019-06-07,0001748790,2019 (1860),https://en.wikipedia.org/wiki/Amcor,https://www.nyse.com/quote/XNYS:AMCR,"Amcor plc is a global packaging company. It develops and produces flexible packaging, rigid containe"
AEE,Ameren,Utilities,Multi-Utilities,"St. Louis, Missouri",1991-09-19,0001002910,1902,https://en.wikipedia.org/wiki/Ameren,https://www.nyse.com/quote/XNYS:AEE,"Ameren Corporation is an American power company created December 31, 1997, by the merger of St. Loui"
AAL,American Airlines Group,Industrials,Passenger Airlines,"Fort Worth, Texas",2015-03-23,0000006201,1934,https://en.wikipedia.org/wiki/American_Airlines_Group,https://www.nasdaq.com/market-activity/stocks/aal,American Airlines Group Inc. is an American publicly traded airline holding company headquartered in
AEP,American Electric Power,Utilities,Electric Utilities,"Columbus, Ohio",1957-03-04,0000004904,1906,https://en.wikipedia.org/wiki/American_Electric_Power,https://www.nasdaq.com/market-activity/stocks/aep,"American Electric Power Company, Inc. (AEP), (railcar reporting mark: AEPX) is an American domestic "
AXP,American Express,Financials,Consumer Finance,"New York City, New York",1976-06-30,0000004962,1850,https://en.wikipedia.org/wiki/American_Express,https://www.nyse.com/quote/XNYS:AXP,American Express Company (Amex) is an American bank holding company and multinational financial serv
AIG,American International Group,Financials,Multi-line Insurance,"New York City, New York",1980-03-31,0000005272,1919,https://en.wikipedia.org/wiki/American_International_Group,https://www.nyse.com/quote/XNYS:AIG,"American International Group, Inc. (AIG) is an American multinational finance and insurance corporat"
AMT,American Tower,Real Estate,Telecom Tower REITs,"Boston, Massachusetts",2007-11-19,0001053507,1995,https://en.wikipedia.org/wiki/American_Tower,https://www.nyse.com/quote/XNYS:AMT,American Tower Corporation (also referred to as American Tower or ATC) is an American real estate in
AWK,American Water Works,Utilities,Water Utilities,"Camden, New Jersey",2016-03-04,0001410636,1886,https://en.wikipedia.org/wiki/American_Water_Works,https://www.nyse.com/quote/XNYS:AWK,"American Water is an American public utility company that, through its subsidiaries, provides water "
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,"Minneapolis, Minnesota",2005-10-03,0000820027,1894,https://en.wikipedia.org/wiki/Ameriprise_Financial,https://www.nyse.com/quote/XNYS:AMP,"Ameriprise Financial, Inc. is an American diversified financial services company and bank holding co"
AME,Ametek,Industrials,Electrical Components & Equipment,"Berwyn, Pennsylvania",2013-09-23,0001037868,1930,https://en.wikipedia.org/wiki/Ametek,https://www.nyse.com/quote/XNYS:AME,"AMETEK, Inc. is an American multinational conglomerate and global designer and manufacturer of elect"
AMGN,Amgen,Health Care,Biotechnology,"Thousand Oaks, California",1992-01-02,0000318154,1980,https://en.wikipedia.org/wiki/Amgen,https://www.nasdaq.com/market-activity/stocks/amgn,Amgen Inc. (formerly Applied Molecular Genetics Inc.) is an American multinational biopharmaceutical
APH,Amphenol,Information Technology,Electronic Components,"Wallingford, Connecticut",2008-09-30,0000820313,1932,https://en.wikipedia.org/wiki/Amphenol,https://www.nyse.com/quote/XNYS:APH,"Amphenol Corporation is an American producer of electronic and fiber optic connectors, cable and int"
ADI,Analog Devices,Information Technology,Semiconductors,"Wilmington, Massachusetts",1999-10-12,0000006281,1965,https://en.wikipedia.org/wiki/Analog_Devices,https://www.nasdaq.com/market-activity/stocks/adi,"Analog Devices, Inc. (ADI), also known simply as Analog, is an American multinational semiconductor "
ANSS,Ansys,Information Technology,Application Software,"Canonsburg, Pennsylvania",2017-06-19,0001013462,1969,https://en.wikipedia.org/wiki/Ansys,https://www.nasdaq.com/market-activity/stocks/anss,"Ansys, Inc. is an American multinational company with its headquarters based in Canonsburg, Pennsylv"
AON,Aon,Financials,Insurance Brokers,"London, UK",1996-04-23,0000315293,1982 (1919),https://en.wikipedia.org/wiki/Aon_(company),https://www.nyse.com/quote/XNYS:AON,Aon plc (English: ) is a global professional services firm that offers a range of risk-mitigation pr
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1997-07-28,0001841666,1954,https://en.wikipedia.org/wiki/APA_Corporation,https://www.nasdaq.com/market-activity/stocks/apa,"APA Corporation is the holding company for Apache Corporation, an American company engaged in hydroc"
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,0000320193,1977,https://en.wikipedia.org/wiki/Apple_Inc.,https://www.nasdaq.com/market-activity/stocks/aapl,Apple Inc. is an American multinational corporation and technology company headquartered in Cupertin
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,0000006951,1967,https://en.wikipedia.org/wiki/Applied_Materials,https://www.nasdaq.com/market-activity/stocks/amat,"Applied Materials, Inc. is an American corporation that supplies equipment, services and software fo"
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,"Dublin, Ireland",2012-12-24,0001521332,1994,https://en.wikipedia.org/wiki/Aptiv,https://www.nyse.com/quote/XNYS:APTV,Aptiv PLC is an Irish-American automotive technology supplier with headquarters in Dublin. Aptiv gre
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,"Hamilton, Bermuda",2022-11-01,0000947484,1995,https://en.wikipedia.org/wiki/Arch_Capital_Group,https://www.nasdaq.com/market-activity/stocks/acgl,Arch Capital Group Ltd. (Arch Capital or ACGL) is a Bermuda-based public limited company which write
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,"Chicago, Illinois",1957-03-04,0000007084,1902,https://en.wikipedia.org/wiki/Archer_Daniels_Midland,https://www.nyse.com/quote/XNYS:ADM,"The Archer-Daniels-Midland Company, commonly known as ADM, is an American multinational food process"
ANET,Arista Networks,Information Technology,Communications Equipment,"Santa Clara, California",2018-08-28,0001596532,2004,https://en.wikipedia.org/wiki/Arista_Networks,https://www.nyse.com/quote/XNYS:ANET,"Arista Networks, Inc. (formerly Arastra) is an American computer networking company headquartered in"
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,"Rolling Meadows, Illinois",2016-05-31,0000354190,1927,https://en.wikipedia.org/wiki/Arthur_J._Gallagher_%26_Co.,https://www.nyse.com/quote/XNYS:AJG,Arthur J. Gallagher & Co. (AJG) is an American global insurance brokerage and risk management servic
AIZ,Assurant,Financials,Multi-line Insurance,"Atlanta, Georgia",2007-04-10,0001267238,1892,https://en.wikipedia.org/wiki/Assurant,https://www.nyse.com/quote/XNYS:AIZ,"Assurant, Inc. is a global provider of risk management products and services with headquarters in At"
T,AT&T,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",1983-11-30,0000732717,1983 (1885),https://en.wikipedia.org/wiki/AT%26T,https://www.nyse.com/quote/XNYS:T,AT&T Inc. is an American multinational telecommunications holding company headquartered at Whitacre 
ATO,Atmos Energy,Utilities,Gas Utilities,"Dallas, Texas",2019-02-15,0000731802,1906,https://en.wikipedia.org/wiki/Atmos_Energy,https://www.nyse.com/quote/XNYS:ATO,"Atmos Energy Corporation, headquartered in Dallas, Texas, is one of the United States' largest natur"
ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1989-12-01,0000769397,1982,https://en.wikipedia.org/wiki/Autodesk,https://www.nasdaq.com/market-activity/stocks/adsk,"Autodesk, Inc. is an American  multinational software corporation that provides software products an"
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,"Roseland, New Jersey",1981-03-31,0000008670,1949,https://en.wikipedia.org/wiki/ADP_(company),https://www.nasdaq.com/market-activity/stocks/adp,"Automatic Data Processing, Inc. (ADP) is an American provider of human resources management software"
AZO,AutoZone,Consumer Discretionary,Automotive Retail,"Memphis, Tennessee",1997-01-02,0000866787,1979,https://en.wikipedia.org/wiki/AutoZone,https://www.nyse.com/quote/XNYS:AZO,"AutoZone, Inc. is an American retailer of aftermarket automotive parts and accessories, the largest "
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,"Arlington, Virginia",2007-01-10,0000915912,1978,https://en.wikipedia.org/wiki/AvalonBay_Communities,https://www.nyse.com/quote/XNYS:AVB,"AvalonBay Communities, Inc. is a publicly traded real estate investment trust that invests in apartm"
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,"Mentor, Ohio",1987-12-31,0000008818,1990,https://en.wikipedia.org/wiki/Avery_Dennison,https://www.nyse.com/quote/XNYS:AVY,Avery Dennison Corporation is a multinational manufacturer and distributor of pressure-sensitive adh
AXON,Axon Enterprise,Industrials,Aerospace & Defense,"Scottsdale, Arizona",2023-05-04,0001069183,1993,https://en.wikipedia.org/wiki/Axon_Enterprise,https://www.nasdaq.com/market-activity/stocks/axon,"Axon Enterprise, Inc. (formerly TASER International) is an American company based in Scottsdale, Ari"
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,"Houston, Texas",2017-07-07,0001701605,2017,https://en.wikipedia.org/wiki/Baker_Hughes,https://www.nasdaq.com/market-activity/stocks/bkr,"Baker Hughes Company is an American energy company based in Houston, Texas. As one of the world's la"
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers","Broomfield, Colorado",1984-10-31,0000009389,1880,https://en.wikipedia.org/wiki/Ball_Corporation,https://www.nyse.com/quote/XNYS:BALL,"Ball Corporation is a global aluminum manufacturing company headquartered in Westminster, Colorado. "
BAC,Bank of America,Financials,Diversified Banks,"Charlotte, North Carolina",1976-06-30,0000070858,1998 (1923 / 1874),https://en.wikipedia.org/wiki/Bank_of_America,https://www.nyse.com/quote/XNYS:BAC,The Bank of America Corporation (often abbreviated BofA or BoA) is an American multinational investm
BK,BNY Mellon,Financials,Asset Management & Custody Banks,"New York City, New York",1995-03-31,0001390777,1784,https://en.wikipedia.org/wiki/BNY_Mellon,https://www.nyse.com/quote/XNYS:BK,"The Bank of New York Mellon Corporation, doing business as BNY, is an American banking and financial"
BBWI,"Bath & Body Works, Inc.",Consumer Discretionary,Other Specialty Retail,"Columbus, Ohio",1983-09-30,0000701985,1963,"https://en.wikipedia.org/wiki/Bath_%26_Body_Works,_Inc.",https://www.nyse.com/quote/XNYS:BBWI,"Bath & Body Works, Inc. (formerly known as L Brands, Inc., Limited Brands, Inc. and The Limited, Inc"
BAX,Baxter International,Health Care,Health Care Equipment,"Deerfield, Illinois",1972-09-30,0000010456,1931,https://en.wikipedia.org/wiki/Baxter_International,https://www.nyse.com/quote/XNYS:BAX,Baxter International Inc. is an American multinational healthcare company with headquarters in Deerf
BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,0000010795,1897,https://en.wikipedia.org/wiki/BD_(company),https://www.nyse.com/quote/XNYS:BDX,"Becton, Dickinson and Company (also Becton Dickinson, Becton, or BD) is an American multinational me"
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,"Omaha, Nebraska",2010-02-16,0001067983,1839,https://en.wikipedia.org/wiki/Berkshire_Hathaway,https://www.nyse.com/quote/XNYS:BRK.B,Berkshire Hathaway Inc. () is an American multinational conglomerate holding company headquartered i
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",1999-06-29,0000764478,1966,https://en.wikipedia.org/wiki/Best_Buy,https://www.nyse.com/quote/XNYS:BBY,"Best Buy Co., Inc. is an American multinational consumer electronics retailer headquartered in Richf"
BIO,Bio-Rad Laboratories,Health Care,Life Sciences Tools & Services,"Hercules, California",2020-06-22,0000012208,1952,https://en.wikipedia.org/wiki/Bio-Rad_Laboratories,https://www.nyse.com/quote/XNYS:BIO,"Bio-Rad Laboratories, Inc. is an American  developer and manufacturer of specialized technological p"
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,"Minneapolis, Minnesota",2021-08-30,0000842023,1976,https://en.wikipedia.org/wiki/Bio-Techne,https://www.nasdaq.com/market-activity/stocks/tech,"Bio-Techne Corporation is an American life sciences company that develops, manufactures and sells li"
BIIB,Biogen,Health Care,Biotechnology,"Cambridge, Massachusetts",2003-11-13,0000875045,1978,https://en.wikipedia.org/wiki/Biogen,https://www.nasdaq.com/market-activity/stocks/biib,"Biogen Inc. is an American multinational biotechnology company based in Cambridge, Massachusetts, Un"
BLK,BlackRock,Financials,Asset Management & Custody Banks,"New York City, New York",2011-04-04,0001364742,1988,https://en.wikipedia.org/wiki/BlackRock,https://www.nyse.com/quote/XNYS:BLK,"BlackRock, Inc. is an American multinational investment company. Founded in 1988, initially as an en"
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,"New York City, New York",2023-09-18,0001393818,1985,https://en.wikipedia.org/wiki/Blackstone_Inc.,https://www.nyse.com/quote/XNYS:BX,Blackstone Inc. is an American alternative investment management company based in New York City. Bla
BA,Boeing,Industrials,Aerospace & Defense,"Arlington, Virginia",1957-03-04,0000012927,1916,https://en.wikipedia.org/wiki/Boeing,https://www.nyse.com/quote/XNYS:BA,"The Boeing Company (or simply Boeing) () is an American multinational corporation that designs, manu"
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Norwalk, Connecticut",2009-11-06,0001075531,1996,https://en.wikipedia.org/wiki/Booking_Holdings,https://www.nasdaq.com/market-activity/stocks/bkng,Booking Holdings Inc. is an American travel technology company incorporated under Delaware General C
BWA,BorgWarner,Consumer Discretionary,Automotive Parts & Equipment,"Auburn Hills, Michigan",2011-12-19,0000908255,1880,https://en.wikipedia.org/wiki/BorgWarner,https://www.nyse.com/quote/XNYS:BWA,"BorgWarner Inc. is an American automotive and e-mobility supplier headquartered in Auburn Hills, Mic"
BSX,Boston Scientific,Health Care,Health Care Equipment,"Marlborough, Massachusetts",1995-02-24,0000885725,1979,https://en.wikipedia.org/wiki/Boston_Scientific,https://www.nyse.com/quote/XNYS:BSX,"Boston Scientific Corporation (BSC), headquartered in Marlborough, Massachusetts and incorporated in"
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,"New York City, New York",1957-03-04,0000014272,1989 (1887),https://en.wikipedia.org/wiki/Bristol_Myers_Squibb,https://www.nyse.com/quote/XNYS:BMY,"The Bristol-Myers Squibb Company, doing business as Bristol Myers Squibb (BMS), is an American multi"
AVGO,Broadcom,Information Technology,Semiconductors,"Palo Alto, California",2014-05-08,0001730168,1961,https://en.wikipedia.org/wiki/Broadcom,https://www.nasdaq.com/market-activity/stocks/avgo,"Broadcom Inc. is an American multinational designer, developer, manufacturer, and global supplier of"
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,"Lake Success, New York",2018-06-18,0001383312,1962,https://en.wikipedia.org/wiki/Broadridge_Financial_Solutions,https://www.nyse.com/quote/XNYS:BR,"Broadridge Financial Solutions, Inc. is a public corporate services and financial technology company"
BRO,Brown & Brown,Financials,Insurance Brokers,"Daytona Beach, Florida",2021-09-20,0000079282,1939,https://en.wikipedia.org/wiki/Brown_%26_Brown,https://www.nyse.com/quote/XNYS:BRO,"Brown & Brown, Inc. (Brown & Brown Insurance) is an insurance brokerage firm, specialising in risk m"
BF.B,Brown–Forman,Consumer Staples,Distillers & Vintners,"Louisville, Kentucky",1982-10-31,0000014693,1870,https://en.wikipedia.org/wiki/Brown%E2%80%93Forman,https://www.nyse.com/quote/XNYS:BF.B,"Brown–Forman Corporation is an American-based company, one of the largest in the spirits and wine bu"
BLDR,Builders FirstSource,Industrials,Building Products,"Irving, Texas",2023-12-18,0001316835,1998,https://en.wikipedia.org/wiki/Builders_FirstSource,https://www.nyse.com/quote/XNYS:BLDR,"Builders FirstSource, Inc. is a Fortune 500 company that is a manufacturer and supplier of building "
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,"Chesterfield, Missouri",2023-03-15,0001996862,1818,https://en.wikipedia.org/wiki/Bunge_Global,https://www.nyse.com/quote/XNYS:BG,"Bunge Global SA (BUN-ghee) is a global agribusiness and food company, incorporated in Geneva, Switze"
BXP,"BXP, Inc.",Real Estate,Office REITs,"Boston, Massachusetts",2006-04-03,0001037540,1970,"https://en.wikipedia.org/wiki/BXP,_Inc.",https://www.nyse.com/quote/XNYS:BXP,"BXP, Inc. (formerly Boston Properties, Inc.) is a publicly traded real estate investment trust that "
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,"Eden Prairie, Minnesota",2007-03-02,0001043277,1905,https://en.wikipedia.org/wiki/C.H._Robinson,https://www.nasdaq.com/market-activity/stocks/chrw,"C.H. Robinson Worldwide, Inc. is an American transportation company that includes third-party logist"
CDNS,Cadence Design Systems,Information Technology,Application Software,"San Jose, California",2017-09-18,0000813672,1988,https://en.wikipedia.org/wiki/Cadence_Design_Systems,https://www.nasdaq.com/market-activity/stocks/cdns,"Cadence Design Systems, Inc. (stylized as cādence) is an American multinational technology and compu"
CZR,Caesars Entertainment,Consumer Discretionary,Casinos & Gaming,"Reno, Nevada",2021-03-22,0001590895,1973,https://en.wikipedia.org/wiki/Caesars_Entertainment,https://www.nasdaq.com/market-activity/stocks/czr,"Caesars Entertainment, Inc., formerly Eldorado Resorts, Inc., is an American hotel and casino entert"
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,"Houston, Texas",2022-04-04,0000906345,1981,https://en.wikipedia.org/wiki/Camden_Property_Trust,https://www.nyse.com/quote/XNYS:CPT,Camden Property Trust is a publicly-traded real estate investment trust that invests in apartments i
CPB,Campbell Soup Company,Consumer Staples,Packaged Foods & Meats,"Camden, New Jersey",1957-03-04,0000016732,1869,https://en.wikipedia.org/wiki/Campbell_Soup_Company,https://www.nyse.com/quote/XNYS:CPB,"The Campbell Soup Company, doing business as Campbell's, is an American company, most closely associ"
COF,Capital One,Financials,Consumer Finance,"Tysons Corner, Virginia",1998-07-01,0000927628,1994,https://en.wikipedia.org/wiki/Capital_One,https://www.nyse.com/quote/XNYS:COF,"Capital One Financial Corporation is an American bank holding company founded on July 21, 1994 and s"
CAH,Cardinal Health,Health Care,Health Care Distributors,"Dublin, Ohio",1997-05-27,0000721371,1971,https://en.wikipedia.org/wiki/Cardinal_Health,https://www.nyse.com/quote/XNYS:CAH,"Cardinal Health, Inc. is an American multinational health care services company, and the 14th highes"
KMX,CarMax,Consumer Discretionary,Automotive Retail,"Richmond, Virginia",2010-06-28,0001170010,1993,https://en.wikipedia.org/wiki/CarMax,https://www.nyse.com/quote/XNYS:KMX,"CarMax, Inc. is a used vehicle retailer based in the United States. It operates two business segment"
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1998-12-22,0000815097,1972,https://en.wikipedia.org/wiki/Carnival_Corporation_%26_plc,https://www.nyse.com/quote/XNYS:CCL,Carnival or Shrovetide is a festive season that occurs at the close of the Christian pre-Lenten peri
CARR,Carrier Global,Industrials,Building Products,"Palm Beach Gardens, Florida",2020-04-03,0001783180,"2020 (1915, United Technologies spinoff)",https://en.wikipedia.org/wiki/Carrier_Global,https://www.nyse.com/quote/XNYS:CARR,"Carrier Global Corporation is an American multinational heating, ventilation, and air conditioning ("
CTLT,Catalent,Health Care,Pharmaceuticals,"Somerset, New Jersey",2020-09-21,0001596783,2007,https://en.wikipedia.org/wiki/Catalent,https://www.nyse.com/quote/XNYS:CTLT,"Catalent, Inc. (Catalent Pharma Solutions) is a multinational corporation headquartered in Somerset,"
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,"Irving, Texas",1957-03-04,0000018230,1925,https://en.wikipedia.org/wiki/Caterpillar_Inc.,https://www.nyse.com/quote/XNYS:CAT,"Caterpillar Inc., also known as Cat, is an American construction, mining and other engineering equip"
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,"Chicago, Illinois",2017-03-01,0001374310,1973,https://en.wikipedia.org/wiki/Cboe_Global_Markets,https://markets.cboe.com/us/equities/listings/listed_products/symbols/CBOE,"Cboe Global Markets, Inc. is an American company that owns the Chicago Board Options Exchange and th"
CBRE,CBRE Group,Real Estate,Real Estate Services,"Dallas, Texas",2006-11-10,0001138118,1906,https://en.wikipedia.org/wiki/CBRE_Group,https://www.nyse.com/quote/XNYS:CBRE,"CBRE Group, Inc. is an American commercial real estate services and investment firm. The abbreviatio"
CDW,CDW,Information Technology,Technology Distributors,"Vernon Hills, Illinois",2019-09-23,0001402057,1984,https://en.wikipedia.org/wiki/CDW,https://www.nasdaq.com/market-activity/stocks/cdw,"CDW Corporation is an American technology company headquartered in Vernon Hills, Illinois that provi"
CE,Celanese,Materials,Specialty Chemicals,"Irving, Texas",2018-12-24,0001306830,1918,https://en.wikipedia.org/wiki/Celanese,https://www.nyse.com/quote/XNYS:CE,"Celanese Corporation, formerly known as Hoechst Celanese, is an American technology and specialty ma"
COR,Cencora,Health Care,Health Care Distributors,"Conshohocken, Pennsylvania",2001-08-30,0001140859,1985,https://en.wikipedia.org/wiki/Cencora,https://www.nyse.com/quote/XNYS:COR,"Cencora, Inc., formerly known as AmerisourceBergen, is an American drug wholesale company and a cont"
CNC,Centene Corporation,Health Care,Managed Health Care,"St. Louis, Missouri",2016-03-30,0001071739,1984,https://en.wikipedia.org/wiki/Centene_Corporation,https://www.nyse.com/quote/XNYS:CNC,"Centene Corporation is a publicly traded managed care company based in St. Louis, Missouri, which is"
CNP,CenterPoint Energy,Utilities,Multi-Utilities,"Houston, Texas",1985-07-31,0001130310,1882,https://en.wikipedia.org/wiki/CenterPoint_Energy,https://www.nyse.com/quote/XNYS:CNP,"CenterPoint Energy, Inc. is an American utility company based in Houston, Texas, that provides elect"
